0.017334,0.000085,-0.019103,-0.001203,0.021908,0.003602,-0.025056,-0.006546,0.029051,0.008936,-0.036760,-0.010503,0.055289,0.012710,-0.106632,-0.017302,0.379595,-0.650274,0.576793,-0.285056
0.030363,0.000114,-0.032614,-0.001036,0.036802,0.003036,-0.042943,-0.005610,0.052768,0.007808,-0.072751,-0.009123,0.126492,0.010009,-0.416014,0.685048,-0.494871,0.054281,0.212879,-0.186904
-0.043769,-0.000007,0.046852,0.000601,-0.053300,-0.002012,0.064531,0.003855,-0.086049,-0.005152,0.140498,0.004225,-0.429124,0.694363,-0.474465,0.023111,0.175331,-0.040797,-0.131339,0.141710
-0.058885,0.000209,0.063575,-0.000047,-0.074406,-0.000594,0.096616,0.001163,-0.151947,0.000766,0.438484,-0.697839,0.464978,-0.017300,-0.160770,0.018233,0.104870,-0.032757,-0.090705,0.110908
-0.077739,0.000539,0.085835,-0.000968,-0.106838,0.001551,0.162106,-0.004607,-0.447753,0.700638,-0.456244,0.016154,0.150233,-0.012673,-0.093061,0.014724,0.070835,-0.026215,-0.065031,0.086799
0.104080,-0.001035,-0.120643,0.002449,0.173645,-0.006392,-0.458572,0.703353,-0.446345,0.014341,0.139971,-0.010440,-0.083240,0.009715,0.060662,-0.011571,-0.049404,0.020401,0.046685,-0.066445
-0.146684,0.001865,0.191872,-0.005973,-0.474142,0.705358,-0.433553,0.011395,0.129045,-0.008037,-0.072937,0.007259,0.051138,-0.007145,-0.040079,0.008582,0.033799,-0.015013,-0.032416,0.048343
0.234639,-0.003862,-0.502916,0.706469,-0.413157,0.008000,0.114830,-0.005333,-0.060860,0.004809,0.040322,-0.004674,-0.030370,0.004717,0.024706,-0.005682,-0.021232,0.009886,0.020520,-0.031598
-0.594685,0.706965,-0.367399,0.004430,0.088698,-0.002753,-0.042590,0.002352,0.026025,-0.002295,-0.018346,0.002300,0.014280,-0.002347,-0.011833,0.002830,0.010266,-0.004909,-0.009958,0.015624
-0.195507,0.020193,0.200095,-0.033539,-0.200387,0.044386,0.191790,-0.064390,-0.183571,0.096631,0.190456,-0.127278,-0.212222,0.140067,0.224223,-0.147325,-0.195863,0.222724,0.129687,-0.707261
-0.000818,-0.024834,-0.028193,0.016261,0.048879,0.018940,-0.028092,-0.034852,-0.019714,-0.007637,0.030508,0.086911,0.063911,-0.092975,-0.296203,-0.436188,-0.503876,-0.508303,-0.393781,-0.163059
-0.006246,-0.033384,-0.035143,0.017422,0.062099,0.037931,-0.021803,-0.059086,-0.068917,-0.037740,0.095144,0.323458,0.510375,0.532685,0.411682,0.228197,0.013900,-0.181288,-0.237052,-0.114675
0.012614,0.046533,0.049648,-0.016081,-0.088156,-0.084682,-0.001225,0.136941,0.326024,0.509906,0.554868,0.398116,0.147746,-0.046118,-0.138059,-0.137766,-0.033396,0.128140,0.197792,0.099666
-0.025099,-0.077270,-0.090604,0.007156,0.186130,0.365519,0.496300,0.528630,0.397841,0.134981,-0.094083,-0.154792,-0.081812,0.015470,0.088530,0.113818,0.041022,-0.106246,-0.180311,-0.092789
0.073954,0.228539,0.412931,0.515181,0.489573,0.349793,0.125647,-0.095742,-0.178507,-0.084355,0.058061,0.107910,0.063334,-0.004972,-0.068152,-0.101610,-0.043757,0.093375,0.167685,0.087370
0.424193,0.558510,0.385547,0.087631,-0.165392,-0.261840,-0.143965,0.092883,0.216100,0.111472,-0.073110,-0.142641,-0.087647,0.001301,0.092510,0.149178,0.069637,-0.135431,-0.250530,-0.131396
0.015233,0.141151,0.136384,-0.123512,-0.273272,-0.038152,0.242850,0.168071,-0.074741,-0.116816,-0.042740,-0.073095,-0.043107,0.198170,0.283693,-0.093035,-0.461612,-0.202036,0.386873,0.471580
0.273066,0.129717,-0.150673,-0.135037,0.030355,0.014130,-0.041376,0.106191,0.191889,-0.086654,-0.355205,-0.095028,0.380135,0.320573,-0.222502,-0.431561,-0.020248,0.358570,0.196091,-0.153541
-0.013802,0.130183,0.158276,-0.126550,-0.327992,-0.038948,0.378907,0.267994,-0.253359,-0.414009,0.019413,0.392096,0.187363,-0.233109,-0.265677,0.046592,0.211203,0.066968,-0.098859,-0.080836
0.496838,0.268413,-0.327773,-0.419807,0.076253,0.404596,0.139141,-0.262348,-0.237848,0.086580,0.215032,0.037688,-0.126744,-0.078600,0.041626,0.058787,0.002000,-0.022841,-0.006758,0.002018
